0,1,2,3
1.31074,-1.8196,-0.00851235,0.0721180555555548
1.34391,-0.992345,-0.00321265,-0.21954861111111
1.38301,-0.477081,0.0239352,0.777690972222222
1.42326,-0.278397,0.0513645,-0.310590277777778
1.46553,-0.62552,0.0588345,-0.317152777777778
1.51279,-0.762485,0.0721449,0.510295138888889
1.55869,-0.316835,0.0708393,0.144201388888889
1.60218,-0.0712457,0.0286216,-0.951423611111111
1.65152,-0.0118426,0.0436716,-0.0776736111111107
1.70736,-0.114358,0.00569164,0.526597222222222
1.75589,-0.24866,-0.00532967,-1.29798611111111
1.80329,-0.668929,-0.0347838,-0.794131944444445
1.85415,-0.248317,-0.0173482,-0.813559027777777
1.91338,-0.0359459,0.011627,0.457118055555556
1.97286,-0.114534,0.0774933,0.187847222222223
2.03459,-0.136846,0.130856,-0.0442361111111113
2.09837,-0.0294989,0.132923,0.268003472222222
2.15487,-0.0378411,0.13994,-0.141684027777778
2.2082,-1.36407,0.0759392,0.254930555555556
2.26496,-1.76171,0.0670462,1.36289930555556
2.32299,-0.602579,0.00629366,-0.683454861111111
2.37788,-0.207053,-0.017927,-0.866631944444444
2.43121,-0.23363,-0.0183114,-0.364184027777778
2.48935,-0.150298,0.00516725,1.06878472222222
2.5529,-0.0816727,0.0475575,0.0476909722222227
2.61264,-0.0454861,0.132349,-1.31392361111111
2.66363,-0.0479264,0.118963,0.0167013888888896
2.70555,-1.51823,0.100407,0.323524305555556
2.74021,-2.92931,0.0816624,0.997690972222222
2.77045,-1.05175,0.0410517,0.302118055555555
2.80511,-0.36122,0.00593672,0.165190972222223
2.84522,-0.133344,-0.00876114,0.503420138888889
2.88519,-0.0647351,-0.0223544,-0.483923611111111
2.92642,-0.0324204,-0.0026152,0.329409722222222
2.97349,0.0290029,0.0524388,1.21821180555556
3.01788,0.0680624,0.0953087,-1.08303819444444
3.053,0.0877972,0.137491,-1.06131944444444
3.08648,0.0877972,0.127425,-0.452100694444445
3.12661,0.0442774,0.139247,0.0944618055555559
3.17177,-0.0742517,0.0712083,0.526961805555555
3.21136,0.0298938,0.0440678,0.249618055555556
3.24898,-0.0997407,0.0142997,0.378003472222222
3.2878,-0.0259424,0.00843493,-0.300694444444444
3.32685,0.0328524,-0.00490307,0.170659722222222
3.36688,0.0597422,-0.00937674,-1.01835069444444
3.40963,0.0406257,-0.00620253,-0.202986111111111
3.45082,0.081508,0.0208216,0.503993055555555
3.49278,0.0882238,0.0583692,-1.06069444444444
3.53407,0.0882238,0.0957521,-0.423350694444445
